id;ime;link;tip_aplikacije;cena;znižanje;datum_izdaje;izdajatelj;založnik;ocene;žanri;št_dosežkov;opis
498310;RPG in a Box;https://store.steampowered.com/app/498310/RPG_in_a_Box;Software;24,99€;No discount;10 May, 2022;Justin Arnold;Justin Arnold;('Very Positive', '324', '93%');('Animation & Modeling', 'Design & Illustration', 'Game Development');3;Bring your stories and ideas to life! RPG in a Box lets you create games and other interactive experiences in a fun and simple way!
1814710;Cute Dogs;https://store.steampowered.com/app/1814710/Cute_Dogs;Game;0,99€;No discount;15 Dec, 2021;KuKo;KuKo;('Very Positive', '147', '97%');('Casual',);22;Is it possible to buy some happiness with money? Who knows, but you can buy yourself a dog! Look, how cute they are! Play with our fluffy little fellas, a «find-differences» game. These cute little puppies can help you relax and find some peace of mind.
1829910;Cute Cats 2;https://store.steampowered.com/app/1829910/Cute_Cats_2;Game;0,99€;No discount;1 Apr, 2022;KuKo;KuKo;('Very Positive', '130', '96%');('Casual',);22;Cute kittens are back in action! These fluffy fellas would train your memory and attention. Spend your time with pleasure and benefit. Compare pictures with cute kittens and find differences between them.
1960890;Jishogi;https://store.steampowered.com/app/1960890/Jishogi;Game;4,99€;No discount;23 Jun, 2022;Lab Rabbit Games ltd;Lab Rabbit Games ltd;('Very Positive', '61', '100%');('Adventure', 'Indie');17;A dark, story-heavy puzzle game. Enter the mind of Mayu, as her soul is invaded and dug through by a seemingly evil witch. Can you stop her? What if you were able to get the upper hand, and invade her back? Would you show mercy, or destroy her? Jishogi will test you in more ways than one.
2088360;Watch Your Plastic Duck;https://store.steampowered.com/app/2088360/Watch_Your_Plastic_Duck;Game;1,99€;No discount;9 Sep, 2022;NewOldMax;NewOldMax;('Very Positive', '132', '96%');('Casual', 'Indie', 'Simulation');29;Small rubber ducks calmly swim in the pool and you can watch them to relaxing music. What can go wrong?
2437890;The Pulse of Evil;https://store.steampowered.com/app/2437890/The_Pulse_of_Evil;Game;Free;No discount;11 Jun, 2023;davebrown57;Mads Games;('Very Positive', '191', '94%');('Action', 'Adventure', 'Free To Play', 'Indie');8;Find yourself on a mission exploring the depth of an ominous forgotten mine. You arrive barehanded but quickly find the tools needed to go deeper. Destroy the infected living parts of the mine and face the final threat and complete your mission.
2184770;Broken Lens;https://store.steampowered.com/app/2184770/Broken_Lens;Game;6,99€;No discount;22 Jul, 2024;Team RUN;Flying Oak Games;('Very Positive', '73', '97%');('Adventure', 'Casual', 'Indie');26;Broken Lens is a cozy game where you will discover the story of a little robot with a sight problem. Explore manifold cute environments at your own pace and investigate to understand what happened to them.Will you be able to uncover all the secrets? 🔍
1626460;Over the Counter;https://store.steampowered.com/app/1626460/Over_the_Counter;Game;Free;No discount;12 Feb, 2022;Brody Rampono;Brody Rampono;('Very Positive', '351', '92%');('Simulation', 'Strategy');No achievements;A pharmaceutical business management game.
2338490;Twilight Oracle;https://store.steampowered.com/app/2338490/Twilight_Oracle;Game;9,75€;No discount;30 Jan, 2024;Cosmic Void;Cosmic Void;('Very Positive', '53', '96%');('Adventure', 'Indie');20;Journey to a strange world in search of the fabled Oracle in this fantasy comedy point & click adventure. Play as Leo, a struggling student with the ability to breathe underwater, and explore a desert island and the depths of an alien ocean to uncover your school’s dark past.
1548940;RUN: The world in-between;https://store.steampowered.com/app/1548940/RUN_The_world_inbetween;Game;9,99€;No discount;14 Apr, 2022;Team RUN;Flying Oak Games;('Very Positive', '125', '96%');('Action', 'Adventure', 'Indie');57;RUN: The World In-Between is a new “Die and Retry” platformer game with a procedurally-generated path. Be fast, jump, and run to unlock new content.
726840;City Game Studio: Your Game Dev Adventure Begins;https://store.steampowered.com/app/726840/City_Game_Studio_Your_Game_Dev_Adventure_Begins;Game;15,99€;No discount;24 Aug, 2021;Binogure Studio 🐺;Binogure Studio 🐺;('Very Positive', '1,160', '90%');('Casual', 'Indie', 'Simulation', 'Strategy');87;Manage a game studio from the dawn of the gaming industry in 1976. Your journey starts with small indie titles and grows into a gaming empire. Develop, design, and conquer the industry. From humble beginnings to gaming legend – it’s your story, your studio, your legacy!
1673830;Cat Leather Jackets;https://store.steampowered.com/app/1673830/Cat_Leather_Jackets;Game;9,75€;No discount;1 Dec, 2023;Garoa Studios;Garoa Studios;('Very Positive', '73', '97%');('Casual', 'Indie');5;A graphic novel styled music/rhythm game about a teenage punk rock and ska punk band.
2885580;Void Whispers;https://store.steampowered.com/app/2885580/Void_Whispers;Game;Free;No discount;6 Apr, 2024;Eduardo Scarpato;Eduardo Scarpato;('Very Positive', '270', '93%');('Adventure', 'Free To Play');6;Assume the role of a broadcast engineer in a tranquil city. All seems peaceful until the sky above starts to reveal something deeply unsettling.
1434880;ROBO OH;https://store.steampowered.com/app/1434880/ROBO_OH;Game;1,59€;No discount;17 Oct, 2020;Foxy Boxy Games;Foxy Boxy Games;('Very Positive', '55', '100%');('Action',);42;FC-style robots fighting game!
2628420;Croakoloco;https://store.steampowered.com/app/2628420/Croakoloco;Game;5,89€;No discount;6 May, 2024;Ryan Forrester;Ryan Forrester;('Very Positive', '269', '92%');('Casual', 'Indie', 'Simulation');27;Croakoloco is a relaxing frog collecting idle game. Watch them jump, croak, and eat delicious flies. Grow frogs, feed frogs, or take control of one in “Froggy Mode” for a more active play style!
2148170;Murtop;https://store.steampowered.com/app/2148170/Murtop;Game;4,99€;No discount;18 May, 2023;hiulit;Flynn's Arcade;('Positive', '41', '100%');('Action', 'Indie');17;Murtop is a fast-paced arcade game packed with action, as if it was taken out directly from the 80's. Do you have enough coins to beat it?
2324070;文字遊戯 第零章(日本語版);https://store.steampowered.com/app/2324070/_;Game;Free;No discount;13 Jul, 2023;ESQUADRA,inc.;Flyhigh Works;('Very Positive', '55', '100%');('Adventure', 'Indie', 'RPG');No achievements;Word game is literally a game of words. Player controls "I" to find clues between lines, delete words to change the meaning of sentences, or shift words to rewrite facts. “I” must be wise and brave enough complete the mission of words. May the best "I” win!
2177620;Ruza;https://store.steampowered.com/app/2177620/Ruza;Game;Free;No discount;11 Nov, 2022;Stroj;Stroj;('Very Positive', '133', '95%');('RPG',);No achievements;Ruza is an RPG where you lead a group of misfits to stop a monster, a vile reindeer.
2331870;Hibernation Day;https://store.steampowered.com/app/2331870/Hibernation_Day;Game;Free;No discount;14 Dec, 2023;Ariorick;Ariorick;('Very Positive', '133', '95%');('Adventure', 'Indie', 'Free To Play');6;Hibernation Day is a short dialog based adventure with cozy visuals. It's about family and the problems we face trying to keep it afloat.
1370410;Progress Game;https://store.steampowered.com/app/1370410/Progress_Game;Game;Free;No discount;1 Jul, 2020;Grinning Games;Grinning Games;('Very Positive', '331', '92%');('Casual', 'Free To Play', 'RPG', 'Early Access');No achievements;Experience Progress in its purest form as an Idle-Game!
1742930;Looking Up I See Only A Ceiling;https://store.steampowered.com/app/1742930/Looking_Up_I_See_Only_A_Ceiling;Game;1,99€;No discount;9 Mar, 2023;silver978;IndieArk;('Very Positive', '1,265', '89%');('Adventure', 'Indie');15;A short psychological adventure about a stressed girl who wants to explore her ceiling.
1885690;Virtual Circuit Board;https://store.steampowered.com/app/1885690/Virtual_Circuit_Board;Game;14,99€;No discount;6 Oct, 2023;Reverie Foundry;Reverie Foundry;('Very Positive', '226', '93%');('Simulation',);No achievements;Virtual Circuit Board is the sandbox drawing-based logic simulator where you can build, program, decorate, and simulate anything from simple monochrome circuits to complex and colorful computers. Play with digital logic in this sandbox-only experience.
1632770;Star Apprentice: Magical Murder Mystery;https://store.steampowered.com/app/1632770/Star_Apprentice_Magical_Murder_Mystery;Game;Free;No discount;8 Jul, 2021;Will-o-Works;Will-o-Works;('Very Positive', '164', '94%');('Action', 'Adventure', 'Indie', 'Free To Play');No achievements;Star Apprentice: Magical Murder Mystery is a danmaku-detective game that combines point-and-click style deduction with high octane bullet hell gameplay. Find evidence, interrogate suspects, and refute contradictions to solve the case!
2479030;Goliath Depot;https://store.steampowered.com/app/2479030/Goliath_Depot;Game;6,89€;No discount;18 Dec, 2023;Vidvad Games;Vidvad Games;('Positive', '45', '100%');('Action', 'Indie');43;Goliath Depot is a door-slamming 2D arcade game taken straight from the early 80's. Close all doors, kick the enemies and speedrun your way through 40 unique levels. Are you good enough to lift the curse of the Goliath Depot?
2070390;Spellbook Demonslayers Prologue;https://store.steampowered.com/app/2070390/Spellbook_Demonslayers_Prologue;Game;Free;No discount;3 Aug, 2022;Xendra;Xendra;('Very Positive', '546', '90%');('Action', 'Casual', 'Free To Play', 'Indie', 'RPG');3;Slay thousands of demons with powerful magic to protect the Cosmic Library! Choose new spells and upgrades every run to create overpowered builds with each character, and steal the powers of defeated enemies to destroy the demonic horde.
1452210;INPUT6;https://store.steampowered.com/app/1452210/INPUT6;Game;3,29€;No discount;23 Dec, 2022;GOOSTRONAUT GAMES;GOOSTRONAUT GAMES;('Very Positive', '147', '95%');('Action', 'Indie', 'Simulation');6;INPUT6 is a short, fast-paced, first-person horror game. Search through the abandoned robot factory avoiding malfunctioning robot by instantly switching between playing in separate sections of the facility. Figure out what led to the company's collapse. Be quick! You don’t have much time.
1861880;Air Traffic: Greenlight;https://store.steampowered.com/app/1861880/Air_Traffic_Greenlight;Game;7,79€;No discount;3 Feb, 2022;GyroX;GyroX;('Very Positive', '121', '95%');('Casual', 'Indie', 'Simulation', 'Strategy');37;Air Traffic: Greenlight is an air-traffic-control-themed game. Direct aircraft in the area where radar coverage is limited. Prevent collisions, organize and expedite the flow of air traffic.
1441670;SJ-19 Learns To Love!;https://store.steampowered.com/app/1441670/SJ19_Learns_To_Love;Game;6,89€;No discount;23 Apr, 2021;Zertuk;Zertuk;('Positive', '42', '100%');('Action', 'Adventure', 'Indie');11;SJ-19 Learns to Love is a short boss focused metroidvania about a killer robot who learns to love~ 💕 Explore, defeat bosses, and gain the power of LOVE!
2405830;lost bits;https://store.steampowered.com/app/2405830/lost_bits;Game;Free;No discount;29 May, 2023;Studio Mabbit;Studio Mabbit;('Very Positive', '63', '98%');('Action', 'Adventure');No achievements;A 2.5D retro platformer where you join M1L0 on his quest for the Great Legume.
1709900;Tower Tactics: Liberation;https://store.steampowered.com/app/1709900/Tower_Tactics_Liberation;Game;12,99€;No discount;6 Feb, 2023;asraworks;asraworks;('Very Positive', '1,050', '89%');('Indie', 'Strategy');83;We fused deck-building roguelikes and tower defenses in a way never seen before - deploy your towers, collect valuable trinkets and cast powerful spells to defend yourself against the Salkoth!
1575510;Seedlings;https://store.steampowered.com/app/1575510/Seedlings;Game;8,19€;('40%', '4,91€');21 Sep, 2023;Bardsley Creative;Bardsley Creative;('Positive', '39', '100%');('Adventure', 'Casual', 'Indie');9;An atmospheric 2D puzzle platformer made using real photos and videos from New Zealand's native forest. Become a seed that can possess different plant creatures with unique abilities. Solve the obstacles in your way to discover the secrets of the Seedlings.
2103710;Gabenwood: 99 Hidden Bucks;https://store.steampowered.com/app/2103710/Gabenwood_99_Hidden_Bucks;Game;0,99€;No discount;7 Nov, 2022;KuKo;KuKo;('Very Positive', '153', '95%');('Casual',);100;This is a hidden objects puzzle game what will test your wit and attentivnes. Save the Universe from destruction! Go to the Gabenwoods and find 99 bucks transferred there by some evil guy from our world.
2564880;Departed Away;https://store.steampowered.com/app/2564880/Departed_Away;Game;4,99€;No discount;29 Jan, 2024;Alperen Torun;Alperen Torun;('Very Positive', '169', '93%');('Casual', 'Indie', 'RPG');23;Discover 'Departed Away,' a captivating visual novel where friendship intertwines with mystery. Uncover secrets, engage in verbal duels, and make choices that shape your story. Delve into emotional depth and intricate connections in this unique story.
1847510;Boba Simulator : Idle Shop Management;https://store.steampowered.com/app/1847510/Boba_Simulator__Idle_Shop_Management;Game;3,99€;No discount;30 Nov, 2022;Napas Torteeka;Napas Torteeka;('Very Positive', '217', '91%');('Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access');17;Boba Tea shop simulator. Manage recipe, stock and customer satisfaction.
